pop1	pop2	avg_dxy_chr1	count_diffs_chr1	count_comparisons_chr1	avg_dxy_chr3	count_diffs_chr3	count_comparisons_chr3	avg_dxy_chr4	count_diffs_chr4	count_comparisons_chr4	avg_dxy_chr5	count_diffs_chr5	count_comparisons_chr5	avg_dxy_chr6	count_diffs_chr6	count_comparisons_chr6	avg_dxy_chr7	count_diffs_chr7	count_comparisons_chr7	avg_dxy_chr8	count_diffs_chr8	count_comparisons_chr8	avg_dxy_chr9	count_diffs_chr9	count_comparisons_chr9	avg_dxy_chr10	count_diffs_chr10	count_comparisons_chr10	avg_dxy_chr11	count_diffs_chr11	count_comparisons_chr11	avg_dxy_chr12	count_diffs_chr12	count_comparisons_chr12	avg_dxy_chr13	count_diffs_chr13	count_comparisons_chr13	avg_dxy_chr14	count_diffs_chr14	count_comparisons_chr14	avg_dxy_chr15	count_diffs_chr15	count_comparisons_chr15	avg_dxy_chr16	count_diffs_chr16	count_comparisons_chr16	avg_dxy_chr17	count_diffs_chr17	count_comparisons_chr17	avg_dxy_chr18	count_diffs_chr18	count_comparisons_chr18	avg_dxy_chr19	count_diffs_chr19	count_comparisons_chr19	avg_dxy_chr20	count_diffs_chr20	count_comparisons_chr20	avg_dxy_chr21	count_diffs_chr21	count_comparisons_chr21
130711_pisc_Kyoga	130704_pisc_Kyoga	0.0034482614169295805	237068	68750008	0.0022611680543726254	199932	88419788	0.002440966817956867	240322	98453612	0.0020879020371644672	234034	112090508	0.0021539573246414524	214570	99616644	0.0024546147012466627	256884	104653492	0.0023167290990434635	208160	89850816	0.00245013724631551	216664	88429332	0.0022241148221395003	255162	114725192	0.002240267825509451	190682	85115716	0.0022207959953941684	249664	112420952	0.0020810361822308746	226080	108638188	0.0025041475147496244	199196	79546432	0.0025643056186012594	196748	76725644	0.0019718983198879613	189868	96286912	0.0022710205608809453	230842	101646812	0.0023617860180824455	230406	97555832	0.0022884632112485114	225308	98453844	0.002368434584391704	162868	68766096	0.00216686079993921	167902	77486288
130711_pisc_Kyoga	130705_pisc_Kyoga	0.003373280913027606	233296	69159968	0.002242230889586451	198986	88744652	0.0023735301252867315	234616	98846860	0.001975784909253837	222338	112531480	0.0021051900963480817	210372	99930168	0.0023168528488880344	243540	105116732	0.0022148624924469376	199682	90155484	0.0023626049763930904	209842	88818064	0.002212094493309759	254918	115238296	0.0021836823351565034	186488	85400700	0.0021694393254864837	244898	112885388	0.0020119079645544865	219302	109002004	0.002417979765751914	192980	79810428	0.0024690011733486134	190004	76955816	0.0019207870054194845	185672	96664544	0.0022349583237400734	227924	101981320	0.0022654610544427293	222044	98012720	0.002273163507624237	224778	98883340	0.0022712416804859313	156804	69038888	0.0021340054952095956	165796	77692396
130711_pisc_Kyoga	130706_paedo_Kyoga	0.003737403081414088	256634	68666396	0.0024368066913027565	215354	88375496	0.00265486923472075	261302	98423680	0.0022417267630816047	251112	112017220	0.002375913880657329	236472	99528860	0.002642783973393899	276700	104700196	0.0024463937986718316	219564	89750064	0.002655622041981653	234978	88483224	0.0024007013277731067	275610	114803952	0.0024007478532318757	204250	85077656	0.002421059074610536	271974	112336788	0.002238263563596726	242924	108532348	0.002688731183133293	213754	79499952	0.0027075439631820734	207744	76727840	0.0021443606887819517	206400	96252464	0.002424137525815764	246388	101639448	0.0025207294424730406	245540	97408312	0.0024981839018180163	245912	98436308	0.002517032643772723	172704	68614128	0.0023221023046556687	179788	77424668
130711_pisc_Kyoga	130710_pisc_Kyoga	0.0033095835201697806	225910	68259344	0.002257424847543118	198178	87789412	0.0024098419659576934	235572	97754128	0.0019884337677207654	221234	111260432	0.0021025403591847873	207840	98851848	0.0022880887120623836	238174	104092992	0.0022269164474463983	198782	89263340	0.0023914691330725337	210244	87914160	0.002216056590977758	252224	113816588	0.0021589253837255985	182446	84507784	0.0021691465062939103	242058	111591356	0.0020351176749053494	219594	107902360	0.0024080391409894266	190138	78959680	0.0024521703374826014	186780	76169260	0.001907343963545144	182354	95606248	0.0021856999728973917	220678	100964452	0.002279881984328984	220790	96842732	0.0022514443405345303	220178	97794112	0.0022831154549705357	155896	68282136	0.0021505281326370403	165488	76952260
130711_pisc_Kyoga	130712_pisc_Kyoga	0.0034285036912476917	235662	68736108	0.002293500762856103	202732	88394128	0.0024993831806792723	246000	98424284	0.0021366840754286206	239342	112015624	0.002178297109077788	216850	99550240	0.002443726312272117	256082	104791604	0.002321890998646611	208440	89771656	0.0025054775012414163	221502	88407100	0.0022477172374648076	257512	114566012	0.0022713771682278594	193228	85070856	0.0022801428465896558	256064	112301736	0.002144878840906685	232486	108391204	0.002531588001283686	201062	79421296	0.0025535053256679585	195842	76695356	0.001996833641941382	192194	96249380	0.00227889864000772	231522	101593812	0.0023770757549218006	231952	97578716	0.002345937851843955	230964	98452736	0.0023826310920382313	163614	68669464	0.002231439867675905	172768	77424448
130711_pisc_Kyoga	130713_paedo_Kyoga	0.003727615829364789	251996	67602460	0.002417355637834458	211100	87326828	0.002651691848707278	257870	97247348	0.0022184459356167784	245598	110707228	0.0023379118517040686	229822	98302252	0.0026073294448052966	269366	103311072	0.002463444047924553	218636	88752168	0.002635174041061343	230252	87376392	0.0024586321893608435	277792	112986400	0.0024009031798044077	201842	84069196	0.0024099178001750847	267512	111004616	0.0022394163510538563	240394	107346720	0.002624866912047354	206192	78553316	0.002708282060595605	205342	75820020	0.002121026549664673	201606	95051144	0.002408857296876995	242088	100499104	0.0025141151643366904	241810	96180956	0.002500623536642262	243230	97267740	0.002509417051453373	170398	67903420	0.0023266337502400695	178372	76665268
130711_pisc_Kyoga	130722_pisc_Kyoga	0.0034656341386676576	237970	68665644	0.0023030187195893204	203206	88234628	0.002455340991538036	241062	98178624	0.0020790773268558665	232756	111951584	0.0021759738896812157	216342	99423068	0.002431678699515519	254380	104610860	0.0022984648325880307	206344	89774704	0.002467652363597188	218058	88366580	0.002227398682142925	255606	114755388	0.0021962745230321807	186864	85082260	0.0022499426416750625	252616	112276640	0.002059875511655139	223782	108638604	0.0024760924665481712	196836	79494608	0.002544140880822519	194952	76627832	0.0019843654668272874	190916	96210100	0.0022934364996681712	232890	101546304	0.0023331898930239576	227376	97452848	0.0023038168124452844	226748	98422756	0.00233669340880838	160390	68639728	0.002178545473509124	168602	77392004
130711_pisc_Kyoga	130723_pisc_Kyoga	0.0034945877782853107	233034	66684260	0.002311862156140948	199340	86224864	0.0024882249169926587	239430	96225224	0.0020931142610220526	229058	109434064	0.002201402251481194	214272	97334324	0.0024503572397519577	250504	102231624	0.002331309293211529	204758	87829616	0.0025207078803654403	217912	86448732	0.0023347335460130654	260470	111563052	0.002247753820808873	187000	83194164	0.0022484037055945922	246552	109656464	0.0020826255691403584	221132	106179432	0.0024951127494539233	193600	77591684	0.002567616516331849	192468	74959792	0.0020128990710227075	189140	93963976	0.0022597005870541175	224408	99308732	0.0023365269891087647	222292	95137784	0.0023444005885244713	225512	96191752	0.002384219156151119	159932	67079404	0.0021973547992416033	166448	75749260
130711_pisc_Kyoga	130732_pisc_Kyoga	0.0034578519845643216	237060	68557012	0.0023250147507152923	205080	88205892	0.002491080516325577	244774	98260172	0.0021440871508565397	239678	111785568	0.0022176065601375184	220406	99389136	0.0024839266827312067	259414	104437060	0.0023418910574478603	209898	89627568	0.0025206905607588538	222564	88294852	0.002284667525532941	260576	114054232	0.0022964750624580262	195008	84916228	0.002284411701967566	255996	112062112	0.002192720455324126	237566	108343040	0.0025570641496596514	202886	79343336	0.00259504584626272	198692	76565892	0.0020299333898102746	194934	96029752	0.0022989756728969786	233118	101400812	0.002423168004177526	235806	97313104	0.0023920805768192625	235134	98296856	0.0024207003067670935	165992	68571892	0.002233325494471637	172690	77324152
130711_pisc_Kyoga	130735_pisc_Kyoga	0.0035517850599878216	243696	68612260	0.0023231118677162275	205040	88260924	0.002490241692094759	244946	98362340	0.0021235562208052556	237732	111949944	0.0022572355837032192	224528	99470344	0.002446792633169669	256404	104791880	0.0023179406294673546	207908	89695136	0.002470193477918851	218556	88477280	0.002295700779175381	263110	114609884	0.0022866612750703464	194426	85026148	0.002284422120647235	256554	112305864	0.0021395272767873296	232020	108444516	0.0025337529665091156	201380	79478940	0.0025919064139185333	198496	76583012	0.0020294101938100775	195150	96160944	0.002296520881527854	233256	101569292	0.0023645482932395825	230648	97544212	0.0023593806760324842	232258	98440240	0.002327261885650604	159988	68745164	0.0022019252943454803	170416	77394088
130711_pisc_Kyoga	130736_pisc_Kyoga	0.0036135435397793942	247118	68386612	0.002358127031265037	207206	87868888	0.0025399562318734635	248772	97943420	0.0021640621410191608	241134	111426560	0.0022884915068544704	226688	99055644	0.0025335528798900173	263966	104188076	0.0023847884798347927	213150	89378996	0.002541093941123446	223648	88012488	0.0023541867983497646	268678	114127732	0.0022864981280977235	193698	84713824	0.002331645189684967	260704	111811180	0.0021499886373983674	232244	108021036	0.0026012330549569592	205622	79047896	0.002623383177141877	200164	76299948	0.0020366071395782302	195210	95850592	0.002326859461428489	235426	101177576	0.002445129931136333	237356	97072960	0.0024153656141999427	236562	97940452	0.0023953539190703626	163768	68369020	0.0022410474018828316	172842	77125544
130711_pisc_Kyoga	130743_pisc_Kyoga	0.0035110791615741714	239404	68185304	0.002334659738945409	205000	87807228	0.002509669569570097	245712	97906116	0.002121043765234724	236288	111401756	0.0021950253252586227	217460	99069472	0.0024620769456613722	256608	104224200	0.0023449306276432293	209504	89343368	0.0025335920389151444	222886	87972332	0.002308688390389158	263384	114083824	0.002258633654814429	191016	84571484	0.00229269621698142	256124	111713012	0.002106552394363881	227522	108006808	0.0025434507005172363	200944	79004480	0.002616668567286531	199628	76290900	0.0020150762308461362	192806	95681740	0.002294716106101039	231792	101011188	0.002390591873022886	231842	96981004	0.0023653776531514007	231418	97835540	0.0023830770705149966	162826	68325948	0.0022273472405759365	171558	77023464
130711_pisc_Kyoga	130785_paedo_Victoria	0.0037811613384268164	258996	68496416	0.0024682550077656726	217016	87922844	0.0026765893109359407	262502	98073320	0.002285395278680556	255320	111718092	0.002388706368448991	237096	99257072	0.002626319520799785	274356	104464060	0.0024992224834769084	223752	89528644	0.002734906591314557	241088	88152188	0.0024498501076712547	280304	114416796	0.0024710376169917864	209602	84823476	0.0024146000505769496	270864	112177584	0.002230512512012681	241718	108368816	0.0026624546142136295	211180	79317784	0.0027500907463307513	210470	76532020	0.002148319003088392	206410	96079772	0.002440158148456461	247438	101402444	0.0025753746239674208	250478	97258860	0.002516184638809801	247058	98187548	0.0025216101517012766	172732	68500676	0.002342514573419537	181180	77344236
130711_pisc_Kyoga	13135_pisc_Victoria	0.0035683850675989072	246250	69008808	0.002316900057236517	205182	88558848	0.0025178792193286965	248374	98644128	0.0021627701159873487	242784	112256036	0.002207046933162989	220238	99788544	0.0024904394832448123	261370	104949348	0.0023426227028191648	210848	90005104	0.0025238730476399456	223690	88629656	0.0022784411718297496	262112	115040056	0.0022794089728654728	194268	85227356	0.002274270488510887	256240	112669096	0.0021248857011836137	231258	108833148	0.0025337148286334638	201970	79712996	0.0025887827072596545	198810	76796712	0.002009595694984694	193760	96417404	0.0022789890832654023	232078	101833748	0.0023856401063806687	233358	97817772	0.002401041988929577	236866	98651336	0.0023318734380562813	160602	68872520	0.0022122303512311444	171608	77572392
130711_pisc_Kyoga	13380_paedo_Victoria	0.0037173319677895273	256166	68911252	0.0024624404226069444	218112	88575544	0.002680620227440098	264280	98589124	0.002257992452197829	253536	112283812	0.0023415397350860572	233530	99733520	0.002626027319062119	275830	105036988	0.0024701010178167847	222220	89963932	0.002707349486283135	239684	88530868	0.0024179414476721388	278326	115108660	0.0024086101702326937	205340	85252484	0.0024212675861921603	272866	112695516	0.002215982947010307	241144	108820332	0.002664101384584038	212080	79606580	0.0027157059886104696	208798	76885348	0.0021341562964769007	206014	96531824	0.0024056662008585944	244818	101767236	0.0025329705409054565	247836	97844012	0.0024936525116701033	246160	98714636	0.0025115855597673607	173084	68914236	0.0023237087098177327	180332	77605252
130711_pisc_Kyoga	14175_paedo_Victoria	0.0037188097021979465	256196	68891936	0.002444928054876654	216410	88513852	0.002645125447892008	260838	98610824	0.0022475387379798364	252208	112215196	0.002346283912817137	233806	99649492	0.002611314660209534	274402	105081936	0.0024686998329168934	221972	89914536	0.0026781258087696944	237176	88560440	0.0024204122741217603	277974	114845724	0.0023755988230989506	202414	85205464	0.0024257443647403747	273106	112586472	0.0022099151007989957	240314	108743544	0.0026668447224945683	212402	79645432	0.002712428422100156	208120	76728292	0.002125124162379532	204986	96458364	0.0024019529598295172	244560	101817148	0.0025416238763524856	248300	97693448	0.0024810825769217134	244656	98608568	0.002504822996269565	172258	68770528	0.002320531513212374	180030	77581364
130711_pisc_Kyoga	14561_pisc_Victoria	0.0036247160291361267	248076	68440120	0.002329270440464188	205050	88031856	0.0024886810547234887	244030	98055956	0.002118614755915752	236436	111599336	0.002250308234075258	223356	99255736	0.0024537248787613957	256112	104376820	0.002312502674439806	207088	89551464	0.00253609693014324	223792	88242684	0.0023219495697247004	265392	114297056	0.0022750921409016	192976	84821180	0.002252719061153629	252332	112012192	0.002145849081002678	231786	108015984	0.0025246707266797287	200008	79221420	0.0025733150746825367	196650	76418936	0.0019712446908108383	189170	95964748	0.00229714094756023	232782	101335532	0.00239533062038485	232878	97221652	0.0023555337490949384	231230	98164588	0.0023817593560548833	163202	68521616	0.002244036364041431	173248	77203740
130711_pisc_Kyoga	161476_pisc_Vic_Uganda	0.0035841076961135184	243636	67976752	0.0023243239429806173	202950	87315712	0.0025230051873602645	245750	97403684	0.0021098274506086935	233992	110905752	0.00221472250828556	218378	98602872	0.00247038750752193	256122	103676852	0.002330877321365739	207318	88944192	0.002534945291049934	222036	87590056	0.0023484511405153573	266458	113461164	0.0022580630151422883	190232	84245656	0.0022799388400498695	253564	111215264	0.0021281693814322903	228796	107508360	0.0025570889617375007	201220	78691044	0.0026059670768889837	197936	75954912	0.001997115392128798	190154	95214328	0.002298272254041579	231262	100624284	0.002383010291167561	229974	96505668	0.0023821037108985466	232142	97452516	0.0024000850654122773	163148	67975924	0.0022149177287975113	169966	76736936
130711_pisc_Kyoga	161543_pisc_Vic_Uganda	0.0035719462435890763	244852	68548624	0.00230312024204001	203110	88189056	0.0024768351335580072	243160	98173672	0.002092043248999563	233918	111813176	0.0022065107537474695	219364	99416692	0.0024516915348735484	255760	104319812	0.0023612677385712036	211646	89632360	0.0025194628550833436	222576	88342640	0.002330729452754045	266472	114329872	0.0023103944573145156	196176	84910176	0.002306312348382259	258654	112150464	0.002129730301955623	230794	108367712	0.002533570993738105	201082	79367028	0.0026027114670744344	199294	76571684	0.002005411071176356	192680	96080052	0.0022980439357607697	233100	101434092	0.002354674708377159	229302	97381604	0.002360667668650708	231880	98226448	0.0023981521146296584	164430	68565292	0.002271252836510631	175538	77286860
130711_pisc_Kyoga	64272_paedo_Victoria	0.00427328390296128	292362	68416236	0.002900382636495148	255652	88144232	0.0030375754463360383	298490	98265872	0.00262318934142897	293368	111836380	0.0028191086632137776	280164	99380348	0.002964925175964558	310534	104735864	0.002781858286327866	249624	89732824	0.0030451532356377807	268964	88325276	0.0026938800806064426	308444	114498044	0.0027648167471240478	234922	84968380	0.0027315759863896787	306822	112324168	0.0026769495804640376	290256	108427892	0.003011400935144828	239074	79389628	0.003121476790476078	239014	76570808	0.0025816060527113567	248048	96082824	0.0027688528176189934	281154	101541692	0.0028708800110392226	279452	97340188	0.002840919725052466	279294	98311120	0.002988673051471945	204722	68499296	0.0026672389066080943	206354	77366148
130711_pisc_Kyoga	78797_pisc_Victoria	0.0035088593156802792	240640	68580692	0.002351659205196149	207586	88272144	0.0024917533074988447	244604	98165416	0.0021567289224339566	241492	111971420	0.0022547289573398564	224436	99540124	0.0024725739330389196	258316	104472508	0.0023327238410445063	209574	89840896	0.0025130675574898975	222074	88367700	0.0023167554109219386	265684	114679348	0.002269482307317522	192916	85004408	0.002290183681061751	257320	112357800	0.0021129724119129394	229260	108501180	0.00254444678377608	202212	79471892	0.0025931931730207775	198888	76696176	0.002027033708909084	195136	96266776	0.0023315076041775513	236870	101595208	0.00239459658302624	233484	97504524	0.002415118416899878	237648	98400144	0.0023723283564689715	163122	68760296	0.0022230991776304746	172156	77439640
130711_pisc_Kyoga	81023_paedo_Victoria	0.004302003901210535	288458	67052008	0.0029535878590825873	256354	86794100	0.003108436637224918	300508	96674964	0.00270242935990016	297346	110029148	0.0028188556876898698	276096	97946128	0.0030502457743336923	314434	103084808	0.0028241283673747617	249822	88459860	0.0030763631210355418	268138	87160712	0.0028147601516864754	317318	112733584	0.0028498686265159825	238652	83741404	0.0028206572321618152	311912	110581320	0.0027563140007410944	294386	106804232	0.0030632805040115953	239438	78163916	0.0031608348808773415	238392	75420580	0.0026448552488294104	250310	94640340	0.002798305985178871	279696	99951900	0.0030253294116703556	289716	95763456	0.0028571166717108027	276830	96891388	0.0030511452227483804	206034	67526776	0.00274040883143049	208920	76236800
130711_pisc_Kyoga	Ig279_pisc_Victoria	0.003568458966006752	246598	69104900	0.0023176713487362455	205544	88685568	0.0024890641242923312	245634	98685284	0.0021224345931807336	238602	112419012	0.002227977087782994	222556	99891512	0.002461451978340091	258414	104984376	0.002368241705792903	213362	90093000	0.002550505298961745	226046	88627928	0.002293419458630405	264130	115168640	0.002283498104164873	194808	85311216	0.0023071721977822044	260164	112763148	0.002109107245292884	229706	108911484	0.00256112339241597	204312	79774368	0.0025761257828667145	197994	76857272	0.0020051470694518896	193654	96578452	0.0022973882892736632	234140	101915728	0.0023720304531659655	232270	97920328	0.002341271199779441	231156	98730980	0.0023826570206684134	164282	68949076	0.002186731722184405	169784	77642812
130711_pisc_Kyoga	checkmate_pisc_Victoria	0.003572699907032041	248100	69443280	0.0023340016070964196	207506	88905680	0.0025257949554907764	250272	99086428	0.0021664125328585988	244312	112772612	0.00218953923297359	219502	100250316	0.002475794807756749	260454	105200156	0.0023324644891865825	210874	90408236	0.0025425690504113276	226446	89061888	0.0022962352840717104	265468	115610104	0.002282484655190409	195420	85617224	0.002277973014718705	257914	113220832	0.0021188524986158084	231572	109291232	0.0025667686625481917	205484	80055520	0.0026101548768912262	201532	77210744	0.001994673004107612	193352	96934184	0.0022853080196575475	233762	102289056	0.0023517610905648147	231192	98305904	0.002359175548930206	233714	99065964	0.002377161179056691	164566	69227952	0.0022063012629673934	171836	77884196
130712_pisc_Kyoga	130706_paedo_Kyoga	0.0037668338346745272	259096	68783496	0.0024531100421494524	217548	88682528	0.0026630365020105145	263144	98813516	0.0022519304663113572	253134	112407556	0.0023469963262958264	234118	99752180	0.0025926695382058893	272404	105066996	0.0024702428534627754	222432	90044588	0.002679794505487616	237656	88684412	0.002372513513820972	272790	114979324	0.002424646749707328	206914	85337792	0.0024197488975932144	272602	112657144	0.002291826186918121	248968	108633020	0.002648696925345579	211310	79778852	0.0026964060425769053	207554	76974312	0.0021478601479160905	207328	96527700	0.002425974803832392	247494	102018372	0.002543519190611458	248612	97743316	0.002502242749859341	247184	98784980	0.0025803211940262387	177424	68760432	0.002335292184260518	181352	77657092
130712_pisc_Kyoga	130713_paedo_Kyoga	0.0037421241988630704	253398	67715016	0.00244843035650954	214510	87611232	0.002682521598162411	261896	97630528	0.0022353563307526392	248268	111064172	0.0023128952937061524	227844	98510296	0.0025669159149018283	266048	103645000	0.0024721970794069873	220054	89011512	0.0026255562610485203	229862	87547924	0.002439046642642908	275892	113114688	0.0023984195298540683	202194	84303016	0.0024072313598854107	267874	111278876	0.0022813476081026554	245020	107401432	0.0026455712480133796	208530	78822296	0.0027014933944678916	205472	76058672	0.0021351516480814623	203416	95270048	0.002427540007248389	244804	100844476	0.0025117349767622785	242270	96455240	0.0024953615757278614	243488	97576240	0.002559488107082444	174120	68029228	0.002315177877369571	177960	76866664
130712_pisc_Kyoga	130723_pisc_Kyoga	0.003401898118464479	227300	66815640	0.0022898479039520333	198066	86497448	0.0024554818752457078	237146	96578192	0.002107620206445164	231304	109746528	0.002153348475022609	210066	97553184	0.0024524045827518932	251508	102555672	0.002330444033576852	205246	88071628	0.0025135034514695426	217718	86619336	0.0023312251391264345	260622	111796152	0.0022639471866200784	188812	83399472	0.0022777021421294436	250302	109892332	0.002099129658644062	223008	106238316	0.0024358224198098113	189662	77863640	0.0025754941352551883	193596	75168488	0.001978234369033509	186356	94203196	0.002234455086280603	222652	99644876	0.002353634168093839	224478	95375060	0.002356662840390388	227396	96490680	0.0023751723065912633	159646	67214492	0.002213164661895196	168046	75930184
130712_pisc_Kyoga	130732_pisc_Kyoga	0.0029334108674839896	201982	68855680	0.00197698557439389	175214	88626848	0.0021122234525077937	208640	98777428	0.001755951773783837	197278	112348188	0.0018813229818557162	187630	99733008	0.002168576627586324	227410	104866020	0.0019856016446733135	178772	90034172	0.002136345427976597	189324	88620500	0.0020270389765100236	231986	114445752	0.00198594155941178	169334	85266356	0.0019647735909626603	221044	112503548	0.001832243927829482	198986	108602352	0.0021585382857952523	172206	79778988	0.0022112957841742865	170084	76915988	0.0017490697571760049	168634	96413536	0.00194643723835787	198306	101881528	0.002118553468886545	207086	97748772	0.002004524914552817	197956	98754572	0.0020629782447137055	142016	68840280	0.0018860646520170016	146432	77638908
130712_pisc_Kyoga	130735_pisc_Kyoga	0.003571204963022651	245494	68742624	0.0023180889624004344	205280	88555704	0.0025050458485630723	247444	98778232	0.002156550097965781	242318	112363724	0.002230482361594789	222382	99701304	0.002459334036858928	258572	105139032	0.0023280744834522247	209556	90012584	0.0025019029526401238	221890	88688492	0.002335670042806652	268150	114806456	0.00228317534000934	194818	85327656	0.0023184485247452436	261082	112610652	0.0021619301681895776	234776	108595552	0.0025218712409372248	201322	79830404	0.0026076414934496023	200320	76820376	0.00202265612100209	195066	96440516	0.002299661417813055	234480	101962836	0.002383968722441551	233274	97851116	0.0023785196187177905	234984	98794224	0.0023325698377852514	160740	68911120	0.0022404901518374896	173874	77605340
130712_pisc_Kyoga	130736_pisc_Kyoga	0.0035543132877909928	243658	68552764	0.002396130590001738	211284	88177164	0.0025286063519349903	248612	98319772	0.0021275177937282795	237920	111829852	0.0022703805771597625	225414	99284676	0.0025136368707500277	262798	104548912	0.0023836733812979795	213826	89704404	0.002526451244182612	222940	88242352	0.002348146476389421	268434	114317400	0.0022766170158318782	193480	84985748	0.002331394473536062	261398	112120880	0.0021674765501866053	234362	108126660	0.0025612167832393413	203258	79359936	0.002613261950336369	200020	76540356	0.002021972040691615	194360	96123980	0.0022905417500579464	232626	101559380	0.0023835115268089494	232124	97387404	0.0023470832546340485	230734	98306696	0.002357798385186476	161608	68541908	0.0022690709841280874	175504	77346192
130712_pisc_Kyoga	130743_pisc_Kyoga	0.0034546064022458116	236166	68362636	0.0023325245087468817	205522	88111400	0.0024881191198091687	244582	98299956	0.0021221079692896458	237230	111789788	0.0021676286610812943	215298	99324208	0.0024884319422900283	260230	104575896	0.0023437378700639916	210126	89654224	0.002517664631169468	222038	88192048	0.0022983562309918082	262734	114313872	0.002270480132078714	192598	84826992	0.0023059940740810573	258306	112015032	0.0021205551119029362	229280	108122632	0.002511501956841497	199078	79266512	0.002597234568200449	198894	76579144	0.001997318485622529	191676	95966668	0.0022718775755604906	230380	101405112	0.0023953684184729535	233018	97278564	0.0023866271633290214	234320	98180396	0.0023420742708484955	160454	68509356	0.0022227476565310493	171694	77244036
130712_pisc_Kyoga	130785_paedo_Victoria	0.003813746421551236	261600	68593968	0.0024576880657917436	216948	88273204	0.002700518368244876	265934	98475168	0.0022811328690781267	255788	112132004	0.002397745688012321	238528	99480108	0.002599178345312459	272478	104832360	0.0024987893604803972	224442	89820296	0.0027187762621030597	240242	88364020	0.002402314708164168	275390	114635272	0.0024699108942541595	210190	85100236	0.002425795342356317	272894	112496712	0.002278811912965971	247196	108475824	0.002671171512097577	212746	79645204	0.0027459457713544765	210838	76781560	0.002142830873700182	206494	96365048	0.0024647969939581025	250862	101777956	0.002551153082422679	248992	97599788	0.0025253481685410606	248836	98535324	0.002544065152670702	174714	68675128	0.0023682569409230665	183696	77565908
130712_pisc_Kyoga	13135_pisc_Victoria	0.0035165103493642407	243210	69162316	0.002335822981109217	207548	88854336	0.0024797570788928163	245768	99109708	0.002135829893469033	240696	112694368	0.002164375805693192	216520	100038080	0.002485856367206189	261788	105310992	0.002333536029861887	210632	90263016	0.002497291597432437	222012	88901112	0.002276068869639017	262434	115301432	0.002271719772663439	194344	85549284	0.0022764731202529003	257220	112990572	0.0021671379062656077	236078	108935384	0.002519695573356694	201754	80070784	0.0025432107777766067	195932	77041196	0.0020469750771922495	197956	96706600	0.0022832532804345916	233470	102253220	0.0023800787805505737	233576	98137928	0.00234853420708603	232556	99021764	0.0023384406081967397	161462	69046868	0.0022299005807291912	173528	77818716
130712_pisc_Kyoga	13380_paedo_Victoria	0.0037151109512120807	256298	68987980	0.002464608167324197	219102	88899324	0.002700866924532169	267320	98975628	0.002268018558557906	255606	112700136	0.002347156980621614	234618	99958376	0.002601167258316915	274134	105388840	0.002458199506472108	221864	90254676	0.0026890389271363143	238584	88724636	0.002378447195451273	274298	115326504	0.0024035930871964093	205574	85527788	0.002403018206442574	271540	112999560	0.0022585108971621927	245962	108904500	0.0026315307989733627	210564	80015784	0.002710793076888821	209156	77156756	0.002119441818005594	205202	96818888	0.0024222318363363686	247332	102109136	0.002545656604101345	249828	98138924	0.0024970881372522926	247328	99046564	0.0025666519149949345	177308	69081436	0.002346452194190515	182644	77838364
130712_pisc_Kyoga	14175_paedo_Victoria	0.003722621495848569	256862	69000300	0.0024648221126705697	218922	88818580	0.002668274133714602	264260	99037800	0.002262383570423426	254778	112614856	0.002346482700927744	234360	99877148	0.002572727329979159	271256	105435192	0.002470379089642365	222806	90191016	0.0026546600613307995	235702	88788016	0.0023867435374140445	274824	115146012	0.002389438776517519	204290	85497064	0.0024022456527781687	271236	112909352	0.0022556550717559064	245468	108823376	0.002650411085341802	212034	80000420	0.002689621721339198	207078	76991496	0.002127509937875461	205826	96745024	0.0024152330656460456	246816	102191380	0.0025417931670260133	249162	98026072	0.0024752493259592176	244910	98943568	0.002528923641146365	174326	68932884	0.002343222570599947	182346	77818472
130712_pisc_Kyoga	14561_pisc_Victoria	0.003563663886066299	244500	68609164	0.0023439899384186036	207014	88316932	0.0024959903712043377	245800	98477944	0.0021168325572108004	237086	112000356	0.0021882686544158893	217726	99496924	0.0024572297388160756	257348	104730948	0.002309706942152706	207436	89810528	0.002511837000507326	222286	88495392	0.002279881312697565	261272	114598948	0.002295513112455387	195282	85071176	0.002270593180490446	254964	112289600	0.002077465610491326	225034	108321408	0.002535370253056098	201806	79596264	0.002562134147184742	196378	76646260	0.002031049996125672	195434	96223136	0.00228666579219108	232482	101668552	0.002385877573513699	232680	97523864	0.002385822553173325	234972	98486788	0.002327936595594086	159950	68708916	0.002231924587680892	172830	77435412
130712_pisc_Kyoga	161476_pisc_Vic_Uganda	0.0035334192387122885	240592	68090420	0.002372847479549226	207806	87576636	0.0025021619289599126	244588	97750668	0.002098512789124924	233514	111275948	0.0021950515928093185	216926	98825012	0.002461119921210313	255930	103989244	0.0023323801875681075	208024	89189576	0.002506211750943322	219964	87767524	0.002331705793363798	265030	113663568	0.002282080766477688	192832	84498324	0.0022973015596826356	256084	111471652	0.002148817319559052	231196	107592208	0.002548177114800813	201180	78950556	0.002539053518706445	193476	76200048	0.002023000625704861	193084	95444360	0.0022997435964283697	232174	100956472	0.002378923087376339	230238	96782448	0.002373452902793058	232066	97775692	0.002395575004065149	163176	68115588	0.0022293194819780295	171504	76931100
